"species","batch_id","volume","treenumb","canopy_top","canopy_bottom","branchper30","maxbranchradius","branchgroup","crownlength","crownvolume","species_latin","leaf_type","native","growth_rate"
"corymbia_maculata",25686,25,2,106,17,4,42,"low",89,0.164405826747661,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",25686,25,7,116,13,3,27,"low",103,0.0786309225266989,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",25686,25,4,145,13,8,42,"medium",132,0.243837855401025,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",25686,25,5,90,12,9,45,"medium",78,0.165404853211503,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",25686,25,6,67,11,11,28,"high",56,0.0459761612877354,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",33071,400,6,544.5,135,3,120,"low",409.5,6.1751145198961,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",25686,25,8,137,12,8,41,"medium",125,0.220042385445185,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",25686,25,9,142,14,9,36,"medium",128,0.173717507372901,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",25686,25,10,152,12,10,62,"medium",140,0.563559834151961,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35753,45,2,195,26,6,41,"medium",169,0.29749730512189,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",33071,400,7,523.5,156,1,125,"low",367.5,6.01320468851171,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",33071,400,8,505.6,171,7,108,"medium",334.6,4.08697579455277,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",33071,400,9,458.3,113,5,110,"medium",345.3,4.37532750458104,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",33071,400,3,455.6,122,7,95,"medium",333.6,3.15283955528964,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35753,45,3,183,19,6,48,"medium",164,0.395689877904942,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",33071,400,1,478.4,133,3,130,"low",345.4,6.11276437769785,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35753,45,1,159,21,4,42,"low",138,0.25492139428289,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35753,45,10,180,12,7,35,"medium",168,0.21551325603626,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",33071,400,4,486.4,168,4,100,"low",318.4,3.33427700300997,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",33071,400,5,479.4,117,5,111,"medium",362.4,4.67587362065348,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",33071,400,2,458,136,5,100,"medium",322,3.37197611485304,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35753,45,7,244,28,5,42,"medium",216,0.399007399747132,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35753,45,4,134,19,8,47,"medium",115,0.266024829918228,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35753,45,5,176,19,8,48,"medium",157,0.378800675799243,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35753,45,9,201,24,7,50,"medium",177,0.463384916404494,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35753,45,8,194,20,6,46,"medium",174,0.385561383189768,"Corymbia maculata","Evergreen","Native","Fast"
"corymbia_maculata",35753,45,6,174.1,22,9,38,"medium",152.1,0.229998511443432,"Corymbia maculata","Evergreen","Native","Fast"
"eucalyptus_pilularis",35776,100,5,470.4,83,5,70,"medium",387.4,1.98785322353445,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35776,100,6,441.5,90,4,60,"low",351.5,1.32512378128417,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35690,25,10,114,14,10,50,"medium",100,0.261799387799149,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35776,100,4,462.1,120,4,60,"low",342.1,1.28968661615168,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35776,100,9,475.6,107,6,60,"medium",368.6,1.38958926253584,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35776,100,8,493.4,106,7,65,"medium",387.4,1.7140162998843,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",740,45,7,246,58,8,70,"medium",188,0.964678384162306,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",740,45,4,292,28,8,53,"medium",264,0.776576571226168,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35776,100,10,515.7,94,6,55,"medium",421.7,1.33584970220231,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35776,100,7,441.5,96,7,70,"medium",345.5,1.77285309429828,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35776,100,3,453.4,114,6,80,"medium",339.4,2.2746806328072,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35690,25,7,107,4,11,44,"high",103,0.208819569289011,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",740,45,5,275,38,8,52,"medium",237,0.671094456289237,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35690,25,9,120,4,10,48,"medium",116,0.279878206323007,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",740,45,6,290.8,37,7,60,"medium",253.8,0.956803458577308,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35776,100,2,524,101,8,90,"medium",423,3.5880129696649,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",740,45,9,300.8,47,9,52,"medium",253.8,0.718665708886955,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35690,25,5,107,4,10,49,"medium",103,0.258975096003572,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35776,100,1,415.2,102,5,70,"medium",313.2,1.60711313787039,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35690,25,2,82,6,16,48,"high",76,0.183368480004729,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35690,25,4,95,8,10,49,"medium",87,0.218745954876804,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",740,45,8,311.6,63,6,50,"medium",248.6,0.650833278068686,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35690,25,6,104,6,12,43,"high",98,0.189754290671926,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",740,45,3,281.5,32,10,62,"medium",249.5,1.00434413300653,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35690,25,3,95,10,11,50,"high",85,0.222529479629277,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35690,25,1,112,17,9,60,"medium",95,0.358141562509236,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",740,45,2,277,45,8,48,"medium",232,0.559756412646015,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",34937,300,2,385,94,6,100,"medium",291,3.0473448739821,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",740,45,1,204.5,32,10,50,"medium",172.5,0.451603943953533,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",35690,25,8,105,4,12,44,"high",101,0.204764820370778,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",34937,300,4,391.1,98,8,80,"medium",293.1,1.96437505443663,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",34937,300,3,335,95,7,90,"medium",240,2.03575203952619,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_pilularis",34937,300,1,361.4,100,7,98,"medium",261.4,2.62897437263432,"Eucalyptus pilularis","Evergreen","Native","Fast"
"eucalyptus_saligna",739,45,6,321.7,59,8,74,"medium",262.7,1.50644101072562,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",33467,400,2,640,73,4,105,"low",567,6.54621515210139,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",739,45,5,341.7,60,8,59,"medium",281.7,1.02687951014902,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",35027,1000,7,545.7,174,5,175,"medium",371.7,11.9205769745056,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",26750,300,8,500.6,119,3,110,"low",381.6,4.83528808499312,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",739,45,7,321,115,6,92,"medium",206,1.82587689510557,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",34796,100,1,413.1,80,4,95,"low",333.1,3.14811407633987,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",26750,300,2,522.4,96,5,183,"medium",426.4,14.9536769249185,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",35027,1000,8,522.4,185,4,170,"low",337.4,10.2110767140609,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",739,45,1,309.7,93,5,60,"medium",216.7,0.81693975363949,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",36172,25,2,116,10,10,46,"medium",106,0.234882221943192,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",739,45,4,317,52,7,42,"medium",265,0.489522967282361,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",26750,300,6,438.9,84,4,149,"low",354.9,8.25101077282765,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",33467,400,3,507,70,4,102,"low",437,4.76113393199779,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",33467,400,4,621.5,71,4,140,"low",550.5,11.299052137901,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",36172,25,1,104,10,10,47,"medium",94,0.217446382715769,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",34179,800,8,587.2,180,5,200,"medium",407.2,17.0567537138902,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",35027,1000,6,582.6,187,2,190,"low",395.6,14.9551957802468,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",35027,1000,9,577,180,1,186,"low",397,14.3828520530354,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",35027,1000,10,583.4,177,5,183,"medium",406.4,14.2522849490781,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",26750,300,1,471.5,109,6,144,"medium",362.5,7.87157455283459,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",26750,300,3,499,110,3,135,"low",389,7.42413321914706,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",26750,300,4,563.2,102,8,110,"medium",461.2,5.84390687840364,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",739,45,3,333.3,50,8,56,"medium",283.3,0.930360463772532,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",33467,400,1,533,76,6,85,"medium",457,3.45766305447971,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",36172,25,10,120,5,5,54,"medium",115,0.351167226818267,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",26750,300,7,472.9,94,3,123,"low",378.9,6.00293230885301,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",35027,1000,2,534,197,5,130,"medium",337,5.96410421332998,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",35027,1000,3,595.5,176,4,143,"low",419.5,8.98323287289387,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",35027,1000,4,559.7,170,6,170,"medium",389.7,11.793884396768,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",35027,1000,5,579,200,2,144,"low",379,8.22986691179119,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",34179,800,7,571.1,170,4,180,"low",401.1,13.6090023842326,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",739,45,8,311.9,65,7,108,"medium",246.9,3.01576307135409,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",34796,100,2,404.4,75,5,105,"medium",329.4,3.80303927883986,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",36172,25,6,130,2,11,52,"high",128,0.362447638839757,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",36172,25,7,136,13,11,49,"high",123,0.309261522412033,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",739,45,2,607.4,70,8,62,"medium",537.4,2.16326467766617,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",36172,25,9,120,9,8,35,"medium",111,0.142392687023957,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",35027,1000,1,540.8,185,3,153,"low",355.8,8.72202693194698,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",26750,300,5,472.4,90,4,138,"low",382.4,7.62613825509141,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",34796,100,6,345.7,75,4,100,"low",270.7,2.83476377108919,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",34179,800,4,557,200,2,155,"low",357,8.98173485679688,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",34179,800,5,604,225,4,200,"low",379,15.8755148761404,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",34179,800,6,633.5,250,4,200,"low",383.5,16.0640104353558,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",34796,100,9,446.3,78,6,95,"medium",368.3,3.48078779440401,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",36172,25,3,110,9,7,42,"medium",101,0.186572904511391,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",36172,25,4,95,4,8,44,"medium",91,0.184491075779612,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",36172,25,5,120,8,12,48,"high",112,0.27022723369118,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",34796,100,3,480.4,87,5,85,"medium",393.4,2.97646530772936,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",36172,25,8,130,3,7,45,"medium",127,0.269313030228985,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",34179,800,1,610,214,2,170,"low",396,11.9845476549143,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",34179,800,2,499.7,182,4,154,"low",317.7,7.89018660435151,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",34179,800,3,558.6,174,2,136,"low",384.6,7.44930428780615,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",34796,100,5,448.9,70,3,110,"low",378.9,4.80107614099553,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",34796,100,10,488.1,85,5,90,"medium",403.1,3.41921519638752,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",34796,100,7,423.4,80,4,110,"low",343.4,4.35125243287903,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",34796,100,8,498.4,84,5,80,"medium",414.4,2.77733545738157,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",739,45,9,280.4,67,5,86,"medium",213.4,1.65279859711792,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",739,45,10,303.4,45,7,105,"medium",258.4,2.98331921570194,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_saligna",34796,100,4,415.7,80,5,90,"medium",335.7,2.84750816528725,"Eucalyptus saligna","Evergreen","Native","Fast"
"eucalyptus_sideroxylon",26453,25,1,215,12,18,58,"high",203,0.715122830131747,"Eucalyptus sideroxlyon","Evergreen","Native","Moderate"
"eucalyptus_sideroxylon",26456,25,4,200,13,17,58,"high",187,0.658758469136141,"Eucalyptus sideroxlyon","Evergreen","Native","Moderate"
"eucalyptus_sideroxylon",26454,25,2,220,20,8,88,"medium",200,1.62189956729329,"Eucalyptus sideroxlyon","Evergreen","Native","Moderate"
"eucalyptus_sideroxylon",26455,25,3,210,16,18,86,"high",194,1.50254417919811,"Eucalyptus sideroxlyon","Evergreen","Native","Moderate"
"eucalyptus_sideroxylon",26459,25,7,200,10,9,74,"medium",190,1.08954622016699,"Eucalyptus sideroxlyon","Evergreen","Native","Moderate"
"eucalyptus_sideroxylon",26457,25,5,220,17,14,72,"high",203,1.10202043739684,"Eucalyptus sideroxlyon","Evergreen","Native","Moderate"
"eucalyptus_sideroxylon",26458,25,6,175,20,13,51,"high",155,0.422182928752664,"Eucalyptus sideroxlyon","Evergreen","Native","Moderate"
"eucalyptus_sideroxylon",26462,25,10,166,13,18,62,"high",153,0.615890390180357,"Eucalyptus sideroxlyon","Evergreen","Native","Moderate"
"eucalyptus_sideroxylon",26460,25,8,215,10,9,75,"medium",205,1.20754967622358,"Eucalyptus sideroxlyon","Evergreen","Native","Moderate"
"eucalyptus_sideroxylon",26461,25,9,220,23,14,66,"high",197,0.898633729003439,"Eucalyptus sideroxlyon","Evergreen","Native","Moderate"
"fraxinus_griffithii",36029,25,3,116,55,8,31,"medium",61,0.0613877676486958,"Fraxinus griffithii","Evergreen","Non","Fast"
"fraxinus_griffithii",36029,25,7,117,38,5,35,"medium",79,0.101342543017051,"Fraxinus griffithii","Evergreen","Non","Fast"
"fraxinus_griffithii",36029,25,4,120,38,5,41,"medium",82,0.144347804852041,"Fraxinus griffithii","Evergreen","Non","Fast"
"fraxinus_griffithii",36029,25,9,118,45,3,49,"low",73,0.183545456390881,"Fraxinus griffithii","Evergreen","Non","Fast"
"fraxinus_griffithii",36029,25,10,105,34,6,32,"medium",71,0.0761354507621975,"Fraxinus griffithii","Evergreen","Non","Fast"
"fraxinus_griffithii",34041,100,7,261.5,68,5,80,"medium",193.5,1.29684944740187,"Fraxinus griffithii","Evergreen","Non","Fast"
"fraxinus_griffithii",960,45,1,278,53,6,76,"medium",225,1.3609379375351,"Fraxinus griffithii","Evergreen","Non","Fast"
"fraxinus_griffithii",960,45,2,239.4,77,5,78,"medium",162.4,1.03467474400037,"Fraxinus griffithii","Evergreen","Non","Fast"
"fraxinus_griffithii",36029,25,5,110,57,5,34,"medium",53,0.0641596995667131,"Fraxinus griffithii","Evergreen","Non","Fast"
"fraxinus_griffithii",36029,25,6,110,50,6,24,"medium",60,0.0361911473693544,"Fraxinus griffithii","Evergreen","Non","Fast"
"fraxinus_griffithii",34041,100,3,250.6,80,5,70,"medium",170.6,0.875394320947284,"Fraxinus griffithii","Evergreen","Non","Fast"
"fraxinus_griffithii",36029,25,8,140,43,6,48,"medium",97,0.234036086321825,"Fraxinus griffithii","Evergreen","Non","Fast"
"fraxinus_griffithii",960,45,5,174.6,65,4,58,"low",109.6,0.386095872819899,"Fraxinus griffithii","Evergreen","Non","Fast"
"fraxinus_griffithii",34041,100,5,287.1,77,6,65,"medium",210.1,0.929568468264562,"Fraxinus griffithii","Evergreen","Non","Fast"
"fraxinus_griffithii",34041,100,6,239,65,6,77,"medium",174,1.08033716490177,"Fraxinus griffithii","Evergreen","Non","Fast"
"fraxinus_griffithii",34041,100,8,261.4,80,6,84,"medium",181.4,1.34036930211352,"Fraxinus griffithii","Evergreen","Non","Fast"
"fraxinus_griffithii",34041,100,9,249.2,75,5,67,"medium",174.2,0.81889152043541,"Fraxinus griffithii","Evergreen","Non","Fast"
"fraxinus_griffithii",34041,100,10,266,84,4,85,"low",182,1.37701241994597,"Fraxinus griffithii","Evergreen","Non","Fast"
"fraxinus_griffithii",36029,25,1,110,38,8,36,"medium",72,0.0977160978972569,"Fraxinus griffithii","Evergreen","Non","Fast"
"fraxinus_griffithii",36029,25,2,120,53,5,48,"medium",67,0.161653791583116,"Fraxinus griffithii","Evergreen","Non","Fast"
"fraxinus_griffithii",34041,100,2,291.8,78,3,80,"low",213.8,1.43290135325333,"Fraxinus griffithii","Evergreen","Non","Fast"
"fraxinus_griffithii",960,45,3,211.4,64,5,73,"medium",147.4,0.822568021598151,"Fraxinus griffithii","Evergreen","Non","Fast"
"fraxinus_griffithii",960,45,4,203.2,81,6,62,"medium",122.2,0.491907226666926,"Fraxinus griffithii","Evergreen","Non","Fast"
"fraxinus_griffithii",34041,100,1,259.9,80,4,70,"low",179.9,0.923115113355313,"Fraxinus griffithii","Evergreen","Non","Fast"
"fraxinus_griffithii",34041,100,4,264.8,70,6,80,"medium",194.8,1.30556213102782,"Fraxinus griffithii","Evergreen","Non","Fast"
"jacaranda_mimosifolia",33923,100,4,334.7,84,3,45,"low",250.7,0.531628162822099,"Jacaranda mimosifolia ","Deciduous","Non Native","Fast"
"jacaranda_mimosifolia",26612,25,4,194,60,2,42,"low",134,0.247532368361647,"Jacaranda mimosifolia ","Deciduous","Non Native","Fast"
"jacaranda_mimosifolia",33923,100,2,307.6,150,6,40,"medium",157.6,0.264061334509734,"Jacaranda mimosifolia ","Deciduous","Non Native","Fast"
"jacaranda_mimosifolia",33923,100,3,351.8,140,1,30,"low",211.8,0.199616797209095,"Jacaranda mimosifolia ","Deciduous","Non Native","Fast"
"jacaranda_mimosifolia",26612,25,5,192,80,3,90,"low",112,0.950017618445553,"Jacaranda mimosifolia ","Deciduous","Non Native","Fast"
"jacaranda_mimosifolia",33923,100,5,327.1,114,5,60,"medium",213.1,0.803368073375982,"Jacaranda mimosifolia ","Deciduous","Non Native","Fast"
"jacaranda_mimosifolia",26612,25,1,183,76,3,45,"low",107,0.226901529405523,"Jacaranda mimosifolia ","Deciduous","Non Native","Fast"
"jacaranda_mimosifolia",33923,100,1,299.1,139,6,80,"medium",160.1,1.07300049885808,"Jacaranda mimosifolia ","Deciduous","Non Native","Fast"
"jacaranda_mimosifolia",33923,100,6,311.4,100,5,70,"medium",211.4,1.08475005538251,"Jacaranda mimosifolia ","Deciduous","Non Native","Fast"
"jacaranda_mimosifolia",33923,100,7,355.7,120,3,90,"low",235.7,1.99927814881801,"Jacaranda mimosifolia ","Deciduous","Non Native","Fast"
